English_Name,Company,Email,Phone,Fax,Industrial_City,Classification
Lebanese Saudi Factories Company Chocolate and Confectionery Co.Ltd.,شركة المصانع السعودية اللبنانية للشوكولا والسكاكر المحدودة,slfcho@slfcho-sa.com,126378453,126376808,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Factory Co. National Aluminum - NAFFCO,شركة المصنع الاهلي للالمنيوم - نافكو,aluminum@alunafco.com,112650105,112650081,الرياض الأولى,صناعة معدنية
Factory Co-Ahli Leather,شركة المصنع الاهلي للجلود,sales@al-allileather.com,112652555,112651310,الرياض الثانية,غير مصنف
Al Ahli factory Aluminum Company - NAFFCO,شركة المصنع الأهلي للألمنيوم - نافكو,aluminum@alunafco.com,112650105,112650081,الرياض الثانية,صناعة معدنية
Al Ahli factory Aluminum Company - NAFFCO,شركة المصنع الأهلي للألمنيوم - نافكو,aluminum@alunafco.com,112650105,112650081,الرياض الثانية,غير مصنف
Modern Factory Co.Ltd. Steel Industries,شركة المصنع الحديث للصناعات الحديدية المحدودة,gm@mfsico.com,138123344,138123437,الدمام الثانية,غير مصنف
Modern Factory Co. Steel Products,شركة المصنع الحديث للمنتجات الحديدية,o.hamdallah@mmico-group.com,126532361,26510540,جدة الثانية,صناعة معدنية
Modern Factory Company supplies electricity,شركة المصنع الحديث لمستلزمات الكهرباء,rafat@eamfco.com,138123463,138123467,الدمام الثانية,غير مصنف
Saudi Modern Factory Furniture metal and wood company,شركة المصنع السعودي الحديث للاثاث المعدني والخشبي,walid@smf.com.sa,114480140,114466538,الرياض الأولى,صناعة الخشب و الأثاث
Saudi Arabian Factory Company Metal Products,شركة المصنع السعودي العربي للمنتجات المعدنية,nady@afmaco.com,138174055,138174088,الدمام الثانية,غير مصنف
Saudi Factory Cypriot casting and metal forming company,شركة المصنع السعودي القبرصي لسبك وتشكيل المعادن,mmalghamdi@steel_cast.com,126080901,26080901,جــدة الأولى,صناعة معدنية
Saudi Factory Co. Rock Wool Industries,شركة المصنع السعودي لصناعات الصوف الصخري,eidi_sulaiman@sudirockwool.com,112650034,112650089,الخرج,الملابس والمنسوجات و الجلود
Saudi Factory Media Company,شركة المصنع السعودي للأعلام,saudiflags@hotmail.com,114760318,114783763,الرياض الثانية,صناعات تحويلية اخرى
Saudi Factory Drums Company,شركة المصنع السعودي للبراميل,nasser@alrubaishi.com,114771532,114789176,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Saudi Factory Perfumes and Cosmetics Co.Ltd.,شركة المصنع السعودي للعطور ومستحضرات التجميل المحدودة,shawgi@mscc.com.sa,126379093,126379093,جــدة الأولى,صناعات طبية
Saudi Factory Company Rubber Products,شركة المصنع السعودي للمنتجات المطاطية,saleh@alwassel.com,163220176,63220176,القصيم الأولى,صناعة منتجات المطاط و البلاستيك
Saudi Factory Company Aluminum Kitchens,شركة المصنع السعودي لمطابخ الالمنيوم,mr_serious2002@hotmail.com,114995665,114984494,الرياض الثانية,صناعة معدنية
Global Factory Co. Building Systems Co.Ltd.,شركة المصنع العالمي لانظمة المباني المحدودة,abdulla.alanazi@ibsf.com,112650004,112651756,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Global Factory Building Systems Inc.,شركة المصنع العالمي لأنظمة المباني,mail@ibsf.com,112650004,112651756,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Global Factory Co. Sports Shoes,شركة المصنع العالمي للاحذية الرياضية,abuniba857@gmail.com,112650035,112650746,الرياض الثانية,غير مصنف
Universal Furniture Factory Co.,شركة المصنع العالمي للمفروشات,wmamwerdi@yahoo.com,114983652,114082964,الرياض الثانية,صناعة الخشب و الأثاث
Arabian Factory Refractories Company,شركة المصنع العربي للحراريات,usama@harariyat.com,138121607,138121334,الدمام الثانية,غير مصنف
Arab factory company laboratory reagents and medical solutions,شركة المصنع العربي للكواشف المخبرية والمحاليل الطبية,mail@adamcoltd.com,112652400,112651365,الرياض الثانية,صناعات طبية
National Factory for Toiletries Company,شركة المصنع الوطني لأدوات النظافة,helal_jeddah@yahoo.com,126373787,126374042,جــدة الأولى,المواد الكيميائية و منتجاتها
National Factory for Plastic Industry Co.,شركة المصنع الوطني لصناعة البلاستيك,plastica@anet.net.sa,126080111,126373764,جــدة الأولى,غير مصنف
National Factory for packing company polystyrene (Staerenpak),شركة المصنع الوطني لعبوات البوليستايرين (ستايرينباك),styrene@styrenpack.com,126360517,126378964,جــدة الأولى,الملابس والمنسوجات و الجلود
National Factory for packing company polystyrene (Staerenpak),شركة المصنع الوطني لعبوات البوليستايرين (ستايرينباك),styrene@styrenpack.com,126360517,126378964,جــدة الأولى,غير مصنف
National Factory Co. Ropes Plastic Co.Ltd.,شركة المصنع الوطني للحبال البلاستيكية المحدودة,naparco@hotmail.com,138122056,138121550,الدمام الثانية,غير مصنف
National Factory Company Cast Products Co.Ltd.,شركة المصنع الوطني لمنتجات الزهر المحدوده,majiron@sps.net.sa,126375800,26375800,جــدة الأولى,صناعة معدنية
Modern wood manufactures company,شركة المصنوعات الخشبية الحديثة,ahmad@modern-wp.com,138123404,138123404,الدمام الثانية,غير مصنف
National Food Industries Co.Ltd.,شركة المصنوعات الغذائية الوطنية المحدودة,alyamihassan1@gmail.com,126080500,126080400,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Almusairiey Metal Industries,شركة المصيريعي للصناعات المعدنية,musairie@musairiey.com,2650880,112652290,الرياض الثانية,صناعة معدنية
Presses Ahlia Offset Co.Ltd.,شركة المطابع الأهلية للأوفست المحدودة,msmi2009@hotmail.com,114057561,114052703,الرياض الثانية,طباعة ونشر
Technical Rubber Co.Ltd.,شركة المطاط الفني المحدودة,naif808@hotmail.com,138123333,138123322,الدمام الثانية,غير مصنف
Restaurants Ahlia,شركة المطاعم الأهلية,m.abdelsalam@americana.com.sa,126513058,26513058,القصيم الأولى,صناعة المنتجات الغذائية والمشروبات
Al-Mutlaq Furniture Industry,شركة المطلق لصناعة الاثاث,salah@almutlaqfurniture.com,138472211,138473460,الدمام الأولى,صناعة الخشب و الأثاث
Absolute company for the manufacture of refrigeration carriers,شركة المطلق لصناعة ناقلات التبريد,info@almutlak.com,126372903,26372903,جــدة الأولى,صناعة معدنية
Absolute Metal Industries,شركة المطلق للصناعات المعدنية,info@almutlak.com,126372903,26372903,جــدة الأولى,صناعة معدنية
Saudi Company for chocolate and confectionery industry,شركة المملكة للشيكولاته والسكاكر,faisal@hotmail.com,114984555,114984082,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
Bituminous Products Co.Ltd. (Bitumat),شركة المنتجات البيتومينية المحدودة ( بيتومات ),bader@bitumat.com,138121210,138121190,الدمام الثانية,غير مصنف
Modern Products Company,شركة المنتجات الحديثة,Alahmadi.aa@pg.com,126538888,126538800,جــدة الأولى,صناعات تحويلية اخرى
Medical and Cosmetic Products - Riyadh Pharma Company,شركة المنتجات الطبية والتجميلية - الرياض فارما,dsl_ayman@yahoo.com,112650111,112650505,الرياض الثانية,صناعات طبية
Steel Products Co.Ltd.,شركة المنتجات الفولاذية المحدودة,steel@stepco.com.sa,114981888,114982600,الرياض الثانية,صناعة معدنية
Cartoon products company,شركة المنتجات الكرتونية,awad@sadcogroup.com,112651684,112651684,الرياض الثانية,ورق ومنتجاتها
Adhesives Products - Adhesives Company,شركة المنتجات اللاصقة - لواصق,gmsec@lawaseq.com,114982270,114982278,الرياض الثانية,غير مصنف
Three-dimensional installations Limited Company,شركة المنشآت ثلاثية الابعاد المحدودة,info@yme.com.sa,138123044,138123045,الدمام الثانية,غير مصنف
Muna company to produce tahini halva,شركة المنى لانتاج الطحينة والحلاوة الطحينية,info@almona.com.sa,114986664,114981959,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
